RecordID,fProfit
862,51032.7740940034
863,65074.0357523871
864,55961.6996632742
865,83992.4523102161
866,52241.9835915923
867,49815.2809814825
868,94980.7769781143
869,66965.0894249044
870,60885.1898257525
871,59148.9292626563
872,57372.491095362
873,58963.5230339479
874,65066.5315931043
875,92808.6114571962
876,58443.6541963078
877,57661.3630931658
878,67878.6450436731
879,73451.8929873911
880,56124.6650223445
881,61815.6837856195
882,56065.5211680793
883,69195.2028198135
884,55185.3468319294
885,66563.0879255292
886,58773.1222209109
887,85701.3075481903
888,75313.7990422091
889,67711.0030418177
890,57933.3120710173
891,53319.1443326156
892,55127.9434203856
893,60456.9683526212
894,93799.1594749531
895,62334.653359108
896,60782.5206185014
897,51985.6730133578
898,50718.3090470249
899,78756.3074047273
900,64502.900279625
901,54171.5820444851
902,54028.2978975732
903,73933.3244167775
904,56139.6839780525
905,64098.3438855209
906,56478.9637700889
907,69764.5264188265
908,56645.6389912864
909,66104.5544916541
910,72942.1224793099
911,60300.3290427201
912,58608.0700765861
913,56386.6210327955
914,58529.0514904463
915,110826.508177804
916,60404.1769810104
917,72490.2319260557
918,123010.932840229
919,58253.2418736707
920,112269.893241508
921,59261.2894816487
922,62604.7910153795
923,68085.7245425389
924,64577.8534802449
925,65215.9230186652
926,63672.7471302972
927,62169.3748542189
928,62410.7373090951
929,56436.0596859368
930,54128.7648957764
931,111052.297327823
932,71463.9673041167
933,60829.1287831446
934,68407.8608948938
935,53857.3839882168
936,65333.2387111014
937,52830.2144421129
938,57107.5964750883
939,56730.63302038
940,59425.0799040241
941,48757.2155253765
942,52087.1047752128
943,57639.6937859079
944,62994.3951454197
945,66415.5115405156
946,59257.601955798
947,63103.6802292379
948,64765.4333763975
949,61435.0455845109
950,79500.6706052941
951,65865.0697446278
952,62566.1592499684
953,66073.73825049
954,53851.3868842796
955,49854.0969583666
956,61878.6115116764
957,61920.9391769412
958,69584.5458472813
959,54001.3638131961
960,49200.6924215439
961,50635.3710228864
962,104553.030637057
963,99771.1442109173
964,65991.8688568564
965,55367.1550176072
966,59925.1346833551
967,57646.4961604123
968,64663.7569625389
969,59159.4035447714
970,52259.2092955224
971,59120.938810355
972,198570.438251891
973,57360.8600894672
974,55162.961802567
975,66230.2647785539
976,57914.3019357907
977,48716.687373519
978,63488.6912248571
979,50027.4123594256
980,114690.379471041
981,60006.1060266801
982,59382.669498734
983,77484.9686432961
984,63770.6379857842
985,57736.4012922426
986,51620.5595509543
987,75340.7003620975
988,68390.6053510249
989,58980.811345194
990,59849.2460234684
991,52845.1550024452
992,55485.2734628627
993,54148.2561260156
994,51079.2216214922
995,53498.5666985438
996,53984.5848796707
997,76384.1623104284
998,61978.5925009185
999,48631.8612558043
1000,58730.2033671183
1001,57003.4795773123
1002,69302.0382870581
1003,69512.3689815006
1004,60131.6221012718
1005,75774.8427828316
1006,64424.5468800883
1007,90302.6448439924
1008,54865.4575998334
1009,90570.701690694
1010,51723.4994814253
1011,58471.3827550684
1012,74657.6775245868
1013,83518.0804755371
1014,67598.7247912607
1015,70866.1734451988
1016,49440.6530388342
1017,72616.5669955325
1018,55781.5421703196
1019,55651.8635638011
1020,58104.0396817079
1021,63955.1971915781
1022,63889.2650428562
1023,84354.5959532547
1024,66375.1226473559
1025,58714.4234874523
1026,66824.0340111791
1027,59694.6709123542
1028,95916.4750744146
1029,56985.9636749992
1030,79084.5682716848
1031,59055.5011191173
1032,55473.0922962888
1033,55947.1835014309
1034,62744.4837287106
1035,60833.321666834
1036,78173.717861784
1037,62767.18048144
1038,57390.0159385593
1039,58683.26693941
1040,66605.788653858
1041,76979.8809130908
1042,60387.0016896128
1043,64877.8949459047
1044,65914.877158401
1045,58666.7828872961
1046,57036.3635228528
1047,62286.7001594473
1048,70323.9537670507
1049,54623.6160241113
1050,58089.690473782
1051,60785.3024094629
1052,71374.0764113437
1053,62463.0594393342
1054,62336.2495785789
1055,55199.5279661934
1056,68703.0804260281
1057,74186.7469250097
1058,62484.8955305866
1059,69926.1808462498
1060,58997.7493474857
1061,54954.0920203217
1062,60713.3803418785
1063,77409.7767665957
1064,65601.60307153
1065,49799.0033178935
1066,57479.6107552339
1067,67268.3407826295
1068,68133.290869958
1069,63992.1085624934
1070,69753.3483863547
1071,60119.7587756477
1072,67703.3728551157
1073,68857.7437721801
1074,56550.4223394533
1075,55254.7536148684
1076,53966.4551070665
1077,61194.828343658
1078,56844.5562298171
1079,60539.4646101698
1080,67602.4003463734
1081,61624.8133395447
1082,59798.1738568494
1083,58075.3666004847
1084,59208.5095439888
1085,108585.083797924
1086,77956.7634629697
1087,62217.1152085183
1088,58782.2968426647
1089,55599.6429082921
1090,64613.6254391288
1091,58103.2234934442
1092,53437.7171648645
1093,92506.9127485167
1094,63236.3500144405
1095,57298.5968845197
1096,57195.0403245492
1097,54051.0401128991
1098,55566.5468644487
1099,65427.3029864262
1100,73291.0799661438
1101,61530.6151191043
1102,79222.4600969229
1103,60299.4234739205
1104,67988.1094769159
1105,56001.3056413069
1106,56964.1212793849
1107,61338.5902140355
1108,47782.8489933718
1109,72270.5720678587
1110,77837.31197643
1111,49639.9301115964
1112,53813.1441100106
1113,54636.1866470782
1114,64891.0548551139
1115,100618.621780111
1116,64296.1302587473
1117,64817.9321319441
1118,67652.4412898643
1119,111286.274675878
1120,57384.059885281
1121,142485.611125336
1122,56836.3180300503
1123,60802.6092003252
1124,57647.168819948
1125,56675.3930983112
1126,62304.0126251087
1127,67888.44550806
1128,63393.5430083315
1129,57401.3546899198
1130,57057.3824235643
1131,49708.366813307
1132,69809.8322837468
1133,63638.2119030749
1134,51558.0042562234
1135,68476.8765221785
1136,58161.33071913
1137,61814.6901782859
1138,51863.960224431
1139,58389.9762673563
1140,64652.0739355637
1141,56707.3678343859
1142,72864.7898336704
1143,64274.3960486509
1144,52312.043110043
1145,91127.0069452023
1146,62045.1406963609
1147,59411.0792753379
1148,64279.0708288113
1149,61069.8550085635
1150,137553.367772154
1151,69348.8950353503
1152,70156.4795968386
1153,56380.6159756394
1154,107178.044161786
1155,68930.7883908298
1156,54429.8189370795
1157,49144.8015676255
1158,58847.0957796881
1159,59114.9386473561
1160,50854.7765675773
1161,112670.947648352
1162,50084.5163717987
1163,68557.940036043
1164,75237.1485384049
1165,62277.7642403092
1166,58343.4584485042
1167,60773.9108173424
1168,56058.7631984813
1169,64076.7571863065
1170,69108.890388505
1171,85432.1991254767
1172,57067.1619258012
1173,58275.597049755
1174,60777.2628990597
1175,53261.1090870932
1176,67220.1109891016
1177,68507.3048315794
1178,48372.3582475233
1179,76593.5499999047
1180,92102.5834358464
1181,58015.0779936776
1182,56382.9732575938
1183,69957.1406913388
1184,57852.4532405623
1185,75090.0182785645
1186,55826.6675724913
1187,191044.356877166
1188,49842.3173824655
1189,68462.099710138
1190,65049.4576576074
1191,65564.6843765569
1192,71715.289438389
1193,73472.1511618249
1194,59673.3862603362
1195,62012.015235048
1196,61793.2067128026
1197,55057.8123164833
1198,62019.8962312338
1199,52716.3126961641
1200,70608.0967749225
1201,57883.6643046138
1202,56871.6944642243
1203,59197.1410017779
1204,52687.8406086584
1205,57320.7010851172
1206,61890.7415228342
1207,67014.0999202077
1208,62280.6723922178
1209,91921.3334117507
1210,58651.968136745
1211,55855.2084217194
1212,50609.1316660933
1213,66812.7215617948
1214,57753.6078248735
1215,94194.2170405642
1216,53793.4393706077
1217,65077.7815763453
1218,56187.1212281744
1219,63749.6377064984
1220,58992.702117712
1221,65693.4131175712
1222,53217.3211329187
1223,63736.9890552655
1224,58724.2739683661
1225,59609.9641235945
1226,62152.3877170589
1227,111054.627805281
1228,62244.8379685927
1229,54259.1012806271
1230,56762.6210675754
1231,62622.8063312732
1232,69929.1700467575
1233,72057.8645099674
1234,67565.3400234731
1235,53532.8113345188
1236,112499.773316569
1237,91660.1470746569
1238,59871.9711457915
1239,55262.1406449355
1240,64389.8189003406
1241,60286.4323630115
1242,55368.7484137489
1243,59070.0078229526
1244,44817.6235100786
1245,70863.9188272058
1246,54916.419894891
1247,64377.5836771279
1248,98174.0142959685
1249,85634.6565503961
1250,56149.7636503176
1251,48120.4524364001
1252,118150.964485025
1253,56840.7782235117
1254,65532.9921839647
1255,58448.151670958
1256,61541.3257627888
1257,58042.3538321023
1258,66363.6974869592
1259,55937.8514026113
1260,60703.9264284293
1261,53073.282837536
1262,56988.8445455943
1263,58338.0159979648
1264,64034.3715555198
1265,54092.8148822697
1266,57790.003027195
1267,71955.8367514031
1268,54376.6416744303
1269,56695.9677235579
1270,60832.2175188869
1271,74917.6512158601
1272,58329.3008764685
1273,58063.0029574752
1274,62726.9562411279
1275,61711.4086158206
1276,58420.4568483776
1277,62228.2729553907
1278,56429.9747376527
1279,63208.6293857132
1280,58672.0439953756
1281,62957.9782381949
1282,54089.703604286
1283,60836.7576117012
1284,59156.1243827396
1285,61858.4304360314
1286,64390.3512740118
1287,64011.7871529435
1288,71397.0186849686
1289,61675.553284152
1290,59026.6766479812
1291,66073.211464059
1292,54052.1558884108
1293,60333.473982511
1294,57890.6420362355
1295,67621.2991842617
1296,68915.9084924279
1297,66420.7452158743
1298,57578.8725320906
1299,54157.2418578042
1300,53082.9709177214
1301,76797.4824465148
1302,63264.9527479681
1303,49835.3164944592
1304,75063.5346046638
1305,56089.4100434311
1306,74557.0647145259
1307,115176.4981772
1308,55813.9203740748
1309,53654.5918225049
1310,51485.0916349805
1311,85213.711642507
1312,52162.8955117905
1313,59777.8393260475
1314,58388.3944822051
1315,58635.031555234
1316,69202.3703618714
1317,63220.2633318091
1318,76384.5687789449
1319,56248.9893779619
1320,62261.494788601
1321,70828.8253287563
1322,57420.6040302909
1323,70022.029886983
1324,74582.6063068111
1325,105102.267413251
1326,66899.1987701764
1327,47581.1167669113
1328,55031.9201851207
1329,54685.3569563714
1330,60172.7804324481
1331,55518.623002864
1332,58261.5405899286
1333,58089.9983581329
1334,63727.3763003901
1335,81860.838085704
1336,47842.5994094137
1337,52660.7268064591
1338,57957.9268719025
1339,110762.628493817
1340,75341.7831412042
1341,47745.5663106777
1342,69776.5450277066
1343,56397.6695060805
1344,69125.2659819557
1345,58728.4049436965
1346,52818.3923425843
1347,68523.0284909259
1348,65093.0005834757
1349,50661.0691687423
1350,68604.6838660974
1351,72688.535534753
1352,81797.5525369219
1353,79076.9294358713
1354,71319.6073807617
1355,63883.3330308314
1356,67996.1835332836
1357,69454.1626081358
1358,81231.6402572336
1359,55035.8541861918
1360,69051.1311669186
1361,65723.7167493702
1362,61430.4495631618
1363,61253.9502810508
1364,53617.4997741055
1365,52887.2144632688
1366,65958.3235670332
1367,67680.1204414412
1368,59478.3706299396
1369,112090.076731227
1370,61059.4717131447
1371,68277.5863999138
1372,113498.195885403
1373,67238.3934326572
1374,60409.9918583432
